UniqID,Name,TextParagraph,Prominence
861,Clean Up Australia," as i said, it is a vastly overwhelming problem. but, when you look at the shearwater, and the studies that are coming in on the damage that this plastic is doing to our ocean, we do need to start somewhere. we do have a responsibility, not only at a bureaucratic level and as joe citizen cleaning beaches and getting out for clean up australia day but also as parliamentarians who can put in place product stewardship schemes that address this issue and go directly to the source of taking plastics out of our ocean, allowing the shearwater and their chicks— (time expired)",1
152,Australian Aluminium Council," (warringah—leader of the opposition) (14:05): my question is to the prime minister. i refer her to the government's intention to give the alcoa aluminium smelter at point henry $42 million in hush money to help pay its carbon tax bill. given that the australian aluminium council has warned that the carbon tax will contribute to ensuring australian aluminium operations have no long-term future, will the prime minister now announce similar bailouts for all the other 16,000 workers in the industry at sites like gladstone, portland, kwinana, kurri kurri and bell bay?",3
672,Australian Subscription Television and Radio Association," the bill reflects recent developments. i am very pleased that, on 1 may this year, an agreement on the targets for increased captioning levels across existing subscription television channels and minimum captioning levels for new channels was finalised by the australian human rights commission and the australian subscription television and radio association, so the agreement was taken into account when developing the new legislative requirements in the bill.",4
1427,Philanthropy Australia," philanthropy australia was one of the participants in the hearing that was most recently convened here in parliament, just a couple of weeks ago. we heard from mr david ward of philanthropy australia. this was his assessment of the current regulatory regime that those opposite seek to uphold and continually seem to argue is quite adequate for the job—despite the fact that senator brett mason, i think, actually articulated very clearly what the threat of doing nothing in this sector is. david ward said:",3
1495,Restaurant and Catering Australia," i want to congratulate the people involved in making this happen, particularly american express, who have really gotten behind this campaign and have put their weight and power behind, it in partnership with a range of organisations, such as little tiny organisations like google, qantas, energy australia and myob, just to name a few. industry groups such as acci, aha and restaurant and catering australia were also involved. they all came to the table on this to be able to demonstrate that, if you want small business to succeed, you need to support them. if you want the country to succeed, you need to support small business. if you want people to have more jobs and grow the economy, then you can start by supporting your local small businesses. i would encourage everyone listening to do exactly the same thing in their own small way.",4
801,Butterfly Foundation," in response to this the australian government has committed $3 million for the national eating disorders collaboration (nedc). the collaboration is being led by the butterfly foundation and will aim to develop a comprehensive, coordinated national approach to eating disorders. ",1
343,Australian Federation of Ukrainian Organisations," (tasmania) (19:37): tonight i rise to speak on an event called hopak in the park, which i attended at melbourne's sidney myer music bowl in april. the event was organised by the australian federation of ukrainian organisations, or afuo. i had the privilege of speaking on behalf of the government at this event, and i was also attending in my new role as chair of the australia-ukraine federal parliamentary group. the inaugural hopak in the park, a dance spectacular, was an opportunity to celebrate ukrainian culture and the relationship between ukraine and australia. over 300 participants from bands and dance groups from across australia were enthusiastic to showcase their dance, music and costumes in the traditional ukrainian way. participants included second-, third- and even fourth-generation ukrainians who are dedicated to australia but still remain true to their ukrainian origins. the australian participants were joined by hrim, a ukrainian band from new york, and it was wonderful to have an international act as part of the event. i have a close association with ukraine, as my husband, robert, who attended the event with me, is of ukrainian descent. this has led me to take a strong interest in ukraine and its culture, although i have not yet had the pleasure of visiting the country. hopak in the park is a cultural event of national significance. it is a chance for ukrainians in australia to share their culture with each other and the broader community. i take this opportunity to give a bit of brief information about australia's relationship with the ukraine. the first permanent ukrainian settler in australia was h donchak, who settled in brisbane in the 1920s. the 1940s, of course, was an important decade for ukrainian settlement in australia, with the arrival of many ukrainians following world war ii, and that included my own father-in-law. april 1949 saw the formation of the first ukrainian association in south australia, with other states following later in the year and in 1950, and in june 1950 a representative body for all ukrainian organisations in australia was founded. this body was called the association of ukrainians in australia and was renamed the australian federation of ukrainian organisations in december 1953. according to the latest census, in 2006 there were 13,666 people living in australia who were born in ukraine. it is estimated that the ukrainian community in australia is somewhere between 30,000 and 50,000 strong. of course, my home state of tasmania has a small but very important population of ukrainians and their descendants. all the communities make a very valuable contribution to australian society. i would like to take the time tonight to thank the organisers of hopak in the park for their efforts in keeping ukrainian culture alive and vibrant in australia. as we all know, an event as big as this requires a lot of people with a common goal to work together to make it a success, and it certainly does not happen overnight. everyone deserves to be congratulated for their hard work and dedication to the event. there are too many people to mention them all, but there are a few i really would like to mention: the two masters of ceremonies, yuliya rai and steven sikoria; the manager of the sidney myer music bowl, the arts centre, glen hirst; and, of course, the performers and backstage people essential to the event going ahead. i would like to acknowledge the efforts of the australian federation of ukrainian organisations and other organisations concerned with taking a leadership role and encouraging members of australia's ukrainian community to be active in community life. i would like to thank them for enriching the experience of australians by sharing their culture with us. i would also like to thank the sponsors of the event: myroslaw and christine merunovich, the australian federation of ukrainian organisations, karpaty foundation, the national lubomyr sklepkowycz foundation, the victorian multicultural commission, adel bassili from travelwiz, dnister credit union, event management services, the foundation of ukrainian studies in australia; the supporters, muirs good guys; and those who donated raffle prizes, including inter airlines consolidated group, thai airways, travelwiz, the good guys discount warehouses in essendon, portobello restaurant in essendon, and north essendon lotto in essendon. their generosity was much appreciated.",1
625,Australian Shareholders' Association," the house standing committee on economics, of which i am privileged to be a member, held an inquiry into the bill on 12 september 2011. we heard witnesses from the treasury, asic, the australian securities exchange, chi-x, the stockbrokers association of australia, rbs morgans, the australian shareholders association and the australian financial markets association. the inquiry was a comprehensive one and went to the overall goal, which is to make australia a financial centre.",4
603,Australian Retailers Association," (victoria—minister for broadband, communications and the digital economy, deputy leader of the government in the senate and minister assisting the prime minister on digital productivity) (14:12): this morning minister sherry and i launched driving business online, an exciting new initiative to help small businesses establish an online presence and to enable them to transact online. driving business online is an educational program that is being developed by paypal and partnered by ebay, australia post, optus, myob, powerfront, symantec and the australian retailers association.",1
269,Australian Conservation Foundation," i also mention groups like micah challenge, who have taken the very import­ant step of recognising the importance of climate in abolishing global property, groups like oxfam, who have also taken the lead, and, of course, the australian conservation foundation and climate action groups all around the country who have played such an important part of bringing this campaign forward. i pay particular tribute to matthew wright and the team from beyond zero emissions for showing us that it can be done. maybe the model for a 100 per cent renewable australia will not be precisely as they have proposed, but they have taken the bold step of just doing the engineering work that should really have been done by state and federal governments and of putting a serious challenge on the table in front of policy makers to say: 'the engineers and the technologists say this can be done. over to you, policy makers—make it happen.' in wa the folks at sustainable energy now, a wonderful group of engineers and energy advocates, have simply done what western australian energy authorities should have done a long time ago: come up with a model for how to get to 100 per cent in western australia on the south-west integrated system. it is a superb piece of work and it deserves to be resourced.",4
1574,Speech Pathology Australia, speech pathology australia,666
932,Cystic Fibrosis Australia," (mitchell) (09:54): in late november 2012, i was honoured to open and welcome the new national office of cystic fibrosis australia into the electorate of mitchell and the norwest business park. it was fantastic to meet with the national president, mitch messer, and the national ceo, david jack, and all of the state presidents and ceos of cystic fibrosis australia. it was an exciting gathering and it was fantastic to welcome this dynamic institution into my community. as members would know, cystic fibrosis is an inherited recessive genetic condition. if two people are genetic carriers for cystic fibrosis and they have a child, there is a great chance that the child will have cystic fibrosis. the national body supports people with cystic fibrosis by delivering a range of programs including information and knowledge, research, advocacy, quality improvement in health care, awareness and understanding, and national leadership. investment last year in these areas totalled in excess of $1.2 million, with over $500,000 invested in research. it is, once again, amazing to see an institution like this national body operate without government funding and achieve great things, purely on the basis of citizens' contributions and business and other contributions. at the launch, after meeting with the presidents and hearing from them, it was time to launch the national data registry. in 1996, cystic fibrosis australia decided to set up a national data registry. over the next two years, all aspects of developing the data registry were explored and a model released in '98. this model is something that the minister for health and the department of health and ageing could take a good look at for use in other areas. this national data registry is a way of ensuring that all of the data from the patient experience is captured from all of the individual cystic fibrosis centres in australia. the data registry report is very effective. it highlights some of the progress that is being made, and it could provide a good model for application in other diseases and other areas. using the data from these centres in australia, the primary aim of the register is to monitor the disease, but it also tells us, after a decade of reports, where progress has been made and where disease trends are changing. an accurate and adequately funded data registry is an essential information source for any group or organisation seeking to provide accurate information, education and research resources. it will help ensure that limited and scarce government funds and community funds are being spent in the right direction. it was a great privilege to launch the 2012 and 2013 cystic fibrosis data registry report. it is a great honour to have cystic fibrosis australia join us in mitchell, but i congratulate them on the great work that they are doing nationally. on behalf of all of the mitchell community, i welcome them and wish them all the very best for their future endeavours.",4
248,Australian Coal Association," there are differences that exist as well. the european union scheme, for all that it is held up as the grand design, does not capture such things as fugitive emissions, unlike the australian scheme. the australian coal association argued that in the eu the majority of permits have been, and continue to be, allocated without charge to the traded sector during a lengthy transitional period. the linkage with the eu ets highlights the disadvantage imposed on australian producers.",3
446,Australian Institute of Superannuation Trustees'," firstly, it is deeply anticompetitive to say we will put into the legislation a criterion that the big funds can automatically meet and that the small funds are at a systemic disadvantage in meeting. it is hardly surprising in this context that the scale test has been pushed by the industry super network, the lobby group that represents large industry funds such as australian super. again, i remind the house it was a predecessor organisation of australian super that the present minister for financial services and superannuation was formerly a director of. i also remind the house that two other members of the parliamentary labor party, the minister for climate change and senator doug cameron, were also former directors of australian super. in other words, there is a real concern that the policy agenda of the big funds is being pursued by this government. it is interesting that the australian institute of superannuation trustees, which represents the trustees of super funds across the board including industry super funds, is opposed to the scale test. they told the joint parliamentary committee:",3
1495,Restaurant and Catering Australia," (western australia) (21:51): i want to continue on with a speech that i started last week looking at the abbott government's desire to get rid of penalty rates. last week, i drew links between the north sydney forum, john hart from the association restaurant and catering australia and mr joe hockey. as we know, mr hockey wrote the terms of reference of the productivity commission's inquiry. this week, i want to continue my remarks around penalty rates, but really look at penalty rates from a workers' perspective.",1
588,Australian Psychological Society," in relation to end-user notices, the australian psychological society pointed out that developmental research supports an educational and restorative approach to cyberbullying rather than one that is punitive. this means the legal framework should aim to prevent rather than punish, and promote diversionary programs rather than fines for young offenders. as i mentioned briefly earlier in this contribution, there were some doubts expressed about the effectiveness of the proposed regime. the australian psychological society questioned the evidence base for implementing the system and proposed rigorous evaluation of the process and impact.",3
1223,Legacy Australia," one of the important messages i have received from legal experts at the office of parliamentary counsel is that my private member's legislation does not breach any provisions of australia's constitution. therefore, anyone who says otherwise is simply trying to muddy the waters and let the abbott government off the hook with regard to its appalling management of the defence pay crisis. the national ex-service organisations, made up of the australian peacekeeper and peacemaker veterans association, the australian federation of totally and permanently incapacitated ex servicemen and women, the australian special air service association, the defence force welfare association, the legacy australia council, the naval association of australia, the partners of veterans association of australia, the royal australian air force association, the royal australian regiment corporation, the vietnam veterans' association of australia, the vietnam veterans federation of australia and the war widows' guild of australia,have released a media statement which offers extraordinary criticism of this defence minister and his government. they did not make this statement, as the attorney-general would have you believe, because of a slip of the tongue. they have put out these damaging statements because of a prolonged period of dysfunction and incompetent management of the defence and veterans' affairs departments.",3
1466,Prosper Australia,,666
1636,The Foundation for Young Australians," i acknowledge that the foundation for young australians was funded by the previous government over four years from 2013 with the purpose of delivering the safe schools coalition australia program. i understand that in queensland no one admits to using it in their schools and in victoria it is compulsory—or it will be—but i am very pleased that the federal minister has contacted his state counterparts, saying that he expects that schools choosing to take part in the program will do so in consultation with parents and the school community and also that all material is age-appropriate and that parents have confidence in any resources used in a school to support the right of all students, staff and families to feel safe at school.",1
840,Children with Disability Australia,"to ensure that we hear from carers across the country, the australian government has provided $175,000 to carers australia and children with disability australia to run discussion forums with carers and to seek their views and ideas for the national carer strategy. we will consult directly with carer organisations, advocates and service providers across all capital cities and selected rural and remote areas. the carer strategy will be a 10-year agenda to support carers, to drive reform and to guide policy development and delivery of services for carers.",4
801,Butterfly Foundation," the national eating disorders collaboration estimates that around one in 20 australians has an eating disorder, and it is a rate that is increasing. in fact, between 1995 and 2005, the prevalence of eating disorders doubled among both males and females. we are seeing an increase in hospital admissions for treatment of children under 10 years old with disordered eating behaviours. the butterfly foundation has reported that calls for help to their support line increased 200 per cent in 2013. while we sometimes hear a lot about these issues, we as a community need a greater understanding of what it is we are really facing.",3
307,Australian Diabetes Council," i also acknowledge my constituents kenneth shepherd and sarah pyke for their work as members of the australian diabetes council. both mr shepherd and miss pyke have highlighted to me the challenges faced by people with diabetes, including the need for access to essential services. miss pyke is insulin dependant and required four injections every day. both mr shepherd and miss pyke have conveyed to me that access to health professionals and good management of diabetes can prevent complications and help people with diabetes to live long and healthy lives. and there are scores of other constituents who have contacted me in recent weeks who have brought their own stories of type 1 diabetes to my attention. although time does not permit me to name you all individually today, i acknowledge each of you and your commitment and advocacy.",3
573,Australian Pork, australian pork ltd;,666
1021,Federation of Automotive Products Manufacturers," by leave—i want to thank the members of the committee, those being senator glen lazarus and fellow colleagues butler, carr, husic, pitt, porter, reynolds, seselja and wilkie and also the groups that made substantial contributions to this report, which looked into assisting rural and manufacturing industries in crisis and supporting communities that are affected by natural disasters—in particular, the national farmers' federation, the australian prawn farmers association, oysters australia, queensland farmers federation, ausveg limited, regional development australia, australian dairy farmers, graingrowers, amwu, the federation of automotive products manufacturers and the rural business development corporation.",4
1498,Returned and Services League of Australia, returned and services league of australia royal australian air force association royal australian regiment association vietnam veterans' association of australia vietnam veterans' federation of australia war widows' guild of australia,666
748,Barnardos Australia," i acknowledge and thank the following organisations for their support of the children and their foster carers: lutanda camp toukley, life without barriers, barnardos australia, the salvation army, catholiccare, challenge community services, nsw family and community services, northlakes toukley rotary; children's services, connecting carers nsw, wesley dalmar, house with no steps and phoenix rising for children. to each and every one of these organisations, i thank them for their commitment to our community on the central coast in assisting foster carers and the foster carers' families. they do a wonderful job. to all foster carers, thank you for everything you do for these kids.",2
1370,National Union of Students," it is a great day for all those in the labor ranks who worked their way up through the radical student wing of the alp, who spent their youth protesting this or that while others bothered to work hard and attend classes. it is a great day for that bastion of anti-semitism and bias, the national union of students, who know their profligate ways and days of big spending are about to return. indeed, one labor staffer was seen crowing today on facebook that this legislation represented the first step on the march to universal compulsory unionism, and that is what this is all about for the labor party—an unbridled commitment to the socialist collective and the destruction of individual choice and freedom. myth no. 4: student life suffers because student unions do not have enough money to fund clubs and societies on campus. fact: it would seem that whenever student politicians are given the chance to fund either clubs or societies on campus or fund political activities they invariably choose to fund their political activities instead. i highlight the university of melbourne union that recently reported that it was forced to cut the clubs and societies budget by $18,000 so that it could afford to pay an extra $15,000 to the national union of students.",1
1315,National Basketball League," (herbert) (10:46): thank you, deputy speaker scott; i know you will be hanging on this. to the townsville fire team, congratulations to all concerned. the second grand final in the women's national basketball league in a row. we will travel to bendigo—i see the member opposite, the member for bendigo, is very keen to see the townsville fire in bendigo again—this weekend where this time we will go all the way. we will beat bendigo. the whole city is behind coach, chris lucas; our captain, rachael mccully—she is no longer flanagan; suzy and all the girls. can i wish a very happy birthday, a special birthday, to assistant coach, former player and all round great girl, claudia brassard. claudia, for your birthday we got you a grand final. what you have to do from there is win the thing.",1
1334,National Farmers' Federation," what do the national farmers federation, a friend of the national party, have to say about it? let us put it on the record, because those opposite will not do it:",3
1487,Regional Aviation Association of Australia," it is no secret that carriers are finding it harder to obtain regional aircraft, which are no longer being built in the same numbers as they were in previous years. an obvious solution could be that regional carriers, through innovative financial measures, are encouraged to purchase larger aircraft with extra seats being used to stimulate tourism demand in rural, regional and remote communities. private sector expertise should be utilised so that leisure travellers, either as individuals or through travel agents, have the greatest possible access to flights through the establishment of regional aviation and tourism bookings websites. such a project should be led by the regional aviation association of australia, utilising the knowledge and expertise of individuals like jayson westbury, the ceo of australian federation of travel agents, and the hon. john sharpe, the former transport minister and current chairman of rex airlines.",1
1670,Urban Development Institute of Australia," had we been able to move amendments then, we would have moved the substantial amendments that are now being supported by the entire parliament. we would have done so with the support of the submissions that were made by the business council of australia, by the urban development institute of australia, by infrastructure partnerships australia and by anyone else who considered the implications of the original bill. the original bill that was brought before this parliament and gagged through this chamber would have taken away the independence of infrastructure australia. it provided for the minister to be able to exclude categories of infrastructure, and we on this side of the chamber had our fears about that realised when we looked at the may budget where funding for every single public transport project that was not under construction was removed from the federal budget. that included projects such as the cross river rail project and the melbourne metro project that were high on infrastructure australia's priority list. infrastructure australia has already been conducting rolling audits, with a list published at least annually, which has a pipeline of projects from projects that are ready to proceed right through to projects that show some promise but need more work to be done. cross river rail was at the very top of the june 2012 infrastructure australia priority list.",3
343,Australian Federation of Ukrainian Organisations," on sunday i joined the members of the community as a fellow catholic and as their mp for liturgy and to help commence getting rid of the graffiti. i congratulate the church's parish and the australian federation of ukrainian organisations for their positive and effective work in their community. this attempt to import conflicts from other countries to australia has rightly been condemned by all levels of government as heinous and abhorrent, as will other incidents of racially, ethnically and politically motivated vilification in australia's culturally diverse society, as they have and always should be.",2
807,CARE Australia,"i would also like to look also at the work being done by palliative care australia who are meeting in canberra today and, this very day, revising their position statement on euthanasia. they make the point that in fact requests to die, euthanasia, are in many ways simply a result of a failure to provide good and adequate palliative care. that is certainly something that we must change and must work on to improve.",3
1247,Master Builders Australia," as i said, these changes would apply at the federal level to federally registered trade unions and to federally registered employer organisations. by their breadth they are significant reforms. these have been done—and this is important to point out—in a very open way. the consultation itself has been conducted with industry associations and unions across the board. it has been done openly with peak employer bodies like the business council of australia, acci—the australian chamber of commerce and industry—master builders australia, ai group, the national farmers federation and the actu, all through the national workplace relations consultative council. this was a good approach, done openly and involving all groups; and again i make the point that those opposite cannot simply negotiate and consult one side of the equation and leave the others out. they cannot just talk to employers and fail to take into account employee concerns as well. we have tried to ensure that the breadth of consultation covers all views to try to balance those out. as the communique issued by the national workplace relations consultative council back on 25 may read:",4
912,Council of Australian Postgraduate Associations,"nigel palmer, from the council of australian postgraduate associations also informed the committee that “at the very least, having a national commission or a national ombudsman's office would be useful to give students a clear avenue for redress. even where students are unable to have their issues resolved by that office, at least there is a vehicle for national reporting on the kinds of problems that are coming up through the system and areas which may need to be addressed by government.”",3
991,Energy Supply Association of Australia," department of the treasury, association of mining and exploration companies, australian chamber of commerce and industry, australian industry group, energy supply association of australia, national generators forum",666
622,Australian Services Union,"—my question is to the minister representing the minister for the status of women, senator wong. i refer to the heads of agreement signed in 2009 by the now prime minister, julia gillard, and the australian services union, in which labor committed to support the asu's test case on pay equity for community sector employees. following labor's recent backflip on support for the asu test case, isn't labor's abandonment of low-paid women workers in the community sector yet another example of labor making promises to win an election and then betraying the very people it promised?",1
1668,Universities Australia,"in this spirit, i would like to record my appreciation for the participation of universities australia, the council of private higher education, tafe directors australia, the australian council for private education and training, the national tertiary education union, the council of australian postgraduate associations and the national union of students in contributing to the development of the legislation and associated standards.",4
580,Australian Private Equity and Venture Capital Association," the committee also received submissions outlining similar concerns from large and reputable organisations such as the australian private equity and venture capital association, rsm bird cameron and the business and industry advisory committee to the oecd. i note that the passage of the bill was of sufficient interest that the embassy trade adviser of at least one of our major trading nations was present at the hearing, with a view to identifying issues for his nation's businesses operating in australia.",3
812,Carers Australia,"when we were in government we particularly understood, as i said before, the significant problem for young carers. on 24 june 2009 carers australia released the final report from the bring it! young carers forum 2008. that report highlighted key messages and directions for the future that they hoped would assist young carers to identify care, study, work and access support.",3
245,Australian Christian Lobby," the other way that this is unfortunately being hijacked is that it is now being aggressively pushed as an anti-freedom of speech issue. the campaign has depended on first driving alternative voices out of the debate by public demonisation and then filling it with a range of disinformation. the terms 'extremist', 'hater', 'bigot' and 'propagators of hate' are some of the labels used in the media recently against the australian christian lobby and against other supporters of marriage. how is it that the debate has degenerated to such standards of speech? victoria's deputy chief psychiatrist, professor kuruvilla george, was forced to resign as commissioner on the victorian equal opportunity and human rights commission because he participated in a submission to the senate's inquiry which supported retaining the definition of marriage. there were calls by numerous gay activists for tennis great margaret court's name to be removed from an arena at the melbourne tennis centre because of her disagreement over same-sex marriage. the acl submission to the senate inquiry documents numerous other cases around the world of freedom of speech on this debate being infringed.",1
1691,Wilderness Society,"i do not think that the wild rivers act 2005 was provided with any mischief. i do not think that the queensland government said, 'how can we take rights off people?' that was not the case at all. in fact, this particular piece of legislation, as sometimes happens in this place, was not actually provided by the queensland government; it was actually a function of the wilderness society. the wilderness society have obviously decided that they need this piece of legislation to either sell a brand or do whatever it is. they are pretty keen on this legislation. if you want any detail on this legislation, do not go to the queensland government because i do not think they will be able to give you direct answers about what the motive was. the wilderness society will have every rag and detail of this and i will speak about their full involvement in a moment. i have visited aurukun and spoken to many of the people in that area about the aurukun wetlands. the archer river basin wild river declaration was gazetted on 3 april 2009. traditional owners were absolutely astounded to find out after going through some consultation—which was rare on the wild rivers stuff, but actually happened in this case—that the queensland government declared all of the aurukun wetlands as part of it. that was not included in the process of consultation. it is a mystery as to why that happened. but the freedom of information material later revealed that the wetlands that were not consulted on or talked about were included on the basis of a submission from our old mates the wilderness society. in the same way as the greens are shackled to this government, with this government being dragged around by the greens, the queensland government are in complete thrall in this matter to the wilderness society. outside of the process, with no respect given to indigenous people, it is: 'oh, by the way: can you just stick this in there? i know we haven't told the owners about it, but we think it'd be a nice colour to have on the map.' it is an absolute outrage. support for this legislation today will right that wrong. let us be very clear about the position of the queensland government, the australian greens—i hope that you change your mind, senator siewert—and the wilderness society particularly. they all have comments on the record which substantiate what i am about to say. their position is that somehow, as a part of aboriginal land conservation, we should not only conserve the land but them, too. their position is that aboriginal people should be frozen in time, perhaps standing on one leg, so that when the tourists come and see the wonderful biodiversity the aboriginal people are part of it. they want to make sure that aboriginal people do not have the same opportunities as others. the wilderness society would say, 'we have saved this area.' i am not sure what from, but they say that they have saved this area. i remind all those in this place that the land is in a pristine condition. and it will remain in that pristine condition, not because of the wilderness society or the labor party or the queensland government but because of the fantastic work of aboriginals in that area since colonisation. they were the ones who kept this land pristine. it is a slap in the face for those people from cape york to say, 'oh, they're all going to go and build some massive dams,' or one of these other weird fantasies that have been thrown up. i believe the prime minister when she says that she is very serious about empowering aboriginal australians. in the paper today, i note that it says that she is going to alice springs. i hope that she takes the opportunity to go with my leader to send a signal to australia that this is important enough for bipartisanship. i would also like the prime minister to understand that supporting this legislation is absolutely essential to ensure that we are sending a signal to all australians that we are fair dinkum about giving aboriginal people the same access and equity that non-aboriginal people enjoy. throw away the shackles of the green movement ; throw away the shackles of the wilderness society and stand up for australians, and particularly stand up for our first australians.",3
1623,Textile Clothing and Footwear Union of Australia,,666
102,Asthma Australia," i support the member for shortland's motion on asthma. she and i are co-chairs of the parliamentary friends of asthma. i join with her in congratulating asthma australia for their proactive and consistent advocacy for asthma awareness and laud them for their work in developing an understanding of asthma, its effects and its treatments. asthma is a massively prevalent condition in australia. it affects almost one in every 10 australians. as the member for shortland noted in her motion, 2.3 million australians suffer from the condition of asthma, including yours truly. whilst asthma is a condition which affects many and is often quite mild, it can also be a condition that can prove fatal. astonishingly, asthma kills nearly 400 australians per year—or eight per week. asthma, like so many conditions, disproportionately affects the socially disadvantaged in our society, especially those who live below the poverty line—including, sadly, our aboriginal and torres strait islander peoples. asthma awareness is critical in assisting those suffering from this condition and it does save lives. the reality is that there is a knowledge deficit in the management of asthma attacks in this country. it is my hope, through motions such as this and the work of asthma australia and the national asthma council australia, that we can raise awareness. in raising awareness we will eliminate that deficit. ",4
105,Athletics Australia," the excuse for the reports is a claim that i was responsible for a misuse of public funds. this claim is baseless. firstly, i was not responsible for the payment or acquittal of money used to fund mr boldon's trip. athletics australia has confirmed that, in april 2010, mr bolden toured australia as an ambassador and mentor for the jump start to london program. athletics australia has confirmed that my role was establishing initial contact with mr boldon. athletics australia has also confirmed that it paid for mr boldon's return flights from los angeles to melbourne, his accommodation and reasonable expenses. athletics australia also says: this afternoon, the australian sports commission has said that the use of sports ambassadors for programs like this was common, and athletics australia has:",1
1514,Royal Institute for Deaf and Blind Children," the leones are a remarkable family who have not only opened their home to the general public but opened their hearts so that charities such as the royal institute for deaf and blind children, hart walkers, guide dogs and many others will benefit from their generosity and hospitality. over a two-day period, some 4,000 visitors walked through the east gate of the private home and were immediately transported into a place of tranquillity and colourful beauty, with classical music enhancing their senses. twice per year, 18,000 bedding annuals are planted to produce a rich tapestry of colour and texture. special features include transformation of the original horse area into an impressive fountain, life-size bronze sculptures, several water features, beautiful open spaces and manicured lawns, making it easier for families to enjoy their visit to this special place. like so many events held in my electorate, this event was well supported by some 50 volunteers drawn from the rotary club of the hills-kellyville, the rotary club of castle hill, the inner wheel club of baulkham hills and lantern ladies from the royal institute for deaf and blind children. the volunteers worked tirelessly to cater for the large crowd. over $20,000 was raised in two days in support of these charities. like so many other families in my electorate, the leone family are stalwarts of the community who look beyond their own circumstances to encompass the lives of others. this recent event marked the fourth time the leone family have opened their garden for charity, and they have so far raised over half a million dollars. some things change in our world, but the pride and the community spirit of the leone family are a great example to all of us.",1
780,Brain Injury Australia," (a) work with brain injury australia to establish a nation-wide policy which will reflect the needs of people with an abi, as well as the needs of their families;",4
1334,National Farmers' Federation, the legislation before the house has widespread support in the community. national farmers' federation president brent finlay said it would ensure a fact based discussion about who owns what in australia. he said: 'we know that 99 per cent of australian farms are owned by australian families' and 'we need to see who's buying what so that we can have an informed discussion.' national farmers' federation acting chief executive tony maher said that his organisation welcomed overseas investment but supported the current policy of close scrutiny.,3
1467,Prostate Cancer Foundation of Australia," there are still many more lives yet to be saved, with 17,000 new cases each year and over 3,000 men dying. there is so much more work to be done. the good news is that survival rates are going up dramatically. that is largely a result of the great work of people like professor tony costello, phil stricker and others, and the prostate cancer foundation of australia. they have been so successful not only in raising awareness but also in the technological advances that have come through robotics and many other achievements. i will finish by saying that in government we established the prostate centres as part of our comprehensive approach to making sure that men survive prostate cancer. (time expired)",2
858,Civil Contractors Federation, we can only conclude that the payment was designed to pad premier napthine's budget bottom line in advance of the victorian state election. we should also never forget that this favour to a political mate came at a time when the government claimed it was facing a budget emergency. so much for the budget emergency—making advance payments years in advance of any construction. that compares with what the assistant minister told the civil contractors federation—and the minister may well remember this. on 6 june he said:,1
1033,Finance Sector Union of Australia," i want to pay tribute to the numbers of women and men in the union movement who have maintained the pressure through our domestic violence reporting process, through the processes within the actu and through the labor national conference to ensure that we have not moved away from any commitment around domestic violence leave. we heard from ms veronica black, the national coordinator organising and development of the fsu—the finance sector union of australia—who talked about the incredible importance of women being able to maintain economic independence in order to give them the best chance of being able to escape from a violent situation.",1
